,alpha,beta,MSE,MAE,R2
496,0.06,0.02,2681.403858,40.00201491,0.515089642
497,0.06,0.03,2656.280587,39.66060807,0.519632984
498,0.06,0.04,2654.36303,39.74185509,0.519979759
499,0.06,0.05,2660.495961,39.72039795,0.518870668
500,0.06,0.06,2660.39205,39.75841344,0.518889459
501,0.06,0.07,2654.599239,39.65455214,0.519937042
502,0.06,0.08,2649.31903,39.67911168,0.520891926
503,0.06,0.09,2689.098491,39.93312886,0.51369813
504,0.06,0.1,2673.890597,39.79638087,0.516448355
505,0.06,0.11,2662.964482,39.78423828,0.518424255
506,0.06,0.12,2654.872924,39.78486598,0.519887549
507,0.06,0.13,2660.593142,39.73657337,0.518853093
508,0.06,0.14,2658.617551,39.79666032,0.519210363
509,0.06,0.15,2664.543861,39.66851198,0.518138637
510,0.06,0.16,2668.968506,39.69388849,0.517338476
511,0.06,0.17,2636.190975,39.63544932,0.523266029
512,0.06,0.18,2647.811331,39.72289292,0.521164581
513,0.06,0.19,2637.339357,39.59972097,0.523058353
514,0.06,0.2,2666.789431,39.75729204,0.517732544
515,0.06,0.21,2666.575684,39.76497793,0.517771198
516,0.06,0.22,2659.50878,39.6375395,0.519049191
517,0.06,0.23,2645.845819,39.54517402,0.521520028
518,0.06,0.24,2664.162241,39.72407948,0.51820765
519,0.06,0.25,2667.016132,39.76044164,0.517691547
520,0.06,0.26,2666.382451,39.83012184,0.517806143
521,0.06,0.27,2657.702524,39.70646574,0.519375838
522,0.06,0.28,2672.716744,39.89193384,0.516660637
523,0.06,0.29,2660.992069,39.73132702,0.51878095
524,0.06,0.3,2640.891216,39.64378325,0.522416028
525,0.06,0.31,2652.543761,39.70165189,0.520308759
526,0.06,0.32,2654.665256,39.76904175,0.519925104
527,0.06,0.33,2655.454499,39.77878465,0.519782375
528,0.06,0.34,2663.947195,39.87694392,0.51824654
529,0.06,0.35,2653.555484,39.6985405,0.520125797
530,0.06,0.36,2669.706862,39.84016422,0.51720495
531,0.06,0.37,2651.618004,39.67318117,0.520476175
532,0.06,0.38,2653.886092,39.65160881,0.520066009
533,0.06,0.39,2652.282776,39.64181229,0.520355956
534,0.06,0.4,2653.375547,39.71341416,0.520158337
535,0.06,0.41,2684.603831,40.05741986,0.514510953
536,0.06,0.42,2646.745186,39.60260159,0.521357385
537,0.06,0.43,2658.765936,39.73199603,0.519183529
538,0.06,0.44,2657.113631,39.81331513,0.519482335
539,0.06,0.45,2657.586469,39.71925237,0.519396826
540,0.06,0.46,2635.781434,39.52848619,0.523340091
541,0.06,0.47,2657.787398,39.70460546,0.519360489
542,0.06,0.48,2660.031427,39.69090794,0.518954675
543,0.06,0.49,2661.645075,39.76716647,0.51866286
544,0.06,0.5,2645.267885,39.67918026,0.521624543
545,0.06,0.51,2663.733534,39.75463921,0.518285179
546,0.06,0.52,2666.867111,39.78851679,0.517718496
547,0.06,0.53,2654.172118,39.72736288,0.520014284
548,0.06,0.54,2672.46439,39.90558426,0.516706273
549,0.06,0.55,2661.691159,39.74741001,0.518654526
550,0.06,0.56,2665.750621,39.75930276,0.517920405
551,0.06,0.57,2665.285157,39.7260631,0.51800458
552,0.06,0.58,2653.371767,39.80700719,0.520159021
553,0.06,0.59,2658.592228,39.76108402,0.519214942
554,0.06,0.6,2671.514061,39.87246753,0.516878133
555,0.06,0.61,2670.51029,39.77099717,0.517059657
556,0.06,0.62,2660.581773,39.77015623,0.518855149
557,0.06,0.63,2665.343307,39.69760347,0.517994064
558,0.06,0.64,2669.500596,39.83374858,0.517242252
559,0.06,0.65,2678.541128,39.87915709,0.515607344
560,0.06,0.66,2643.296483,39.52468073,0.521981055
561,0.06,0.67,2648.985007,39.74254334,0.520952331
562,0.06,0.68,2640.297393,39.59908687,0.522523416
563,0.06,0.69,2662.169558,39.74800557,0.518568011
564,0.06,0.7,2666.167203,39.82819979,0.517845069
565,0.06,0.71,2663.617172,39.91295772,0.518306222
566,0.06,0.72,2651.289781,39.71168538,0.520535531
567,0.06,0.73,2657.585512,39.72779733,0.519396999
568,0.06,0.74,2681.203044,39.81677801,0.515125958
569,0.06,0.75,2662.112596,39.71786529,0.518578312
570,0.06,0.76,2661.427017,39.7355711,0.518702294
571,0.06,0.77,2650.872054,39.67646589,0.520611074
572,0.06,0.78,2654.575172,39.70279119,0.519941395
573,0.06,0.79,2661.227795,39.78549743,0.518738321
574,0.06,0.8,2663.849133,39.71141855,0.518264273
575,0.06,0.81,2661.820276,39.79402189,0.518631176
576,0.06,0.82,2695.394626,40.14730396,0.512559524
577,0.06,0.83,2663.983626,39.78876426,0.518239951
578,0.06,0.84,2672.206548,39.83870943,0.516752902
579,0.06,0.85,2663.887658,39.8751132,0.518257306
580,0.06,0.86,2680.57,39.85355985,0.515240439
581,0.06,0.87,2650.572496,39.66470906,0.520665246
582,0.06,0.88,2661.911342,39.81242913,0.518614707
583,0.06,0.89,2644.372096,39.62979576,0.521786539
584,0.06,0.9,2664.192029,39.86111365,0.518202263
585,0.06,0.91,2670.248659,39.71704681,0.517106971
586,0.06,0.92,2643.438365,39.7103611,0.521955397
587,0.06,0.93,2639.000243,39.5970747,0.522757996
588,0.06,0.94,2644.06283,39.65079734,0.521842467
589,0.06,0.95,2665.568884,39.82646117,0.51795327
590,0.06,0.96,2657.53002,39.70657119,0.519407034
591,0.06,0.97,2655.057704,39.78061446,0.519854133
592,0.06,0.98,2670.313043,39.84173408,0.517095327
593,0.06,0.99,2668.086854,39.7619011,0.517497916
594,0.07,0.01,2675.843274,39.91771771,0.516095229
595,0.07,0.02,2655.597641,39.65975801,0.51975649
596,0.07,0.03,2672.176892,39.85468077,0.516758265
597,0.07,0.04,2670.985625,39.76665133,0.516973696
598,0.07,0.05,2644.656001,39.64515206,0.521735197
599,0.07,0.06,2656.349552,39.77012926,0.519620512
600,0.07,0.07,2678.020398,39.93812308,0.515701514
601,0.07,0.08,2671.368146,39.79608975,0.51690452
602,0.07,0.09,2676.625233,39.96036899,0.515953818
603,0.07,0.1,2654.723918,39.78027498,0.519914495
604,0.07,0.11,2643.752738,39.71016732,0.521898545
605,0.07,0.12,2661.860665,39.68887075,0.518623872
606,0.07,0.13,2649.570879,39.66668482,0.520846381
607,0.07,0.14,2672.054086,39.88095446,0.516780473
608,0.07,0.15,2669.777176,39.76242479,0.517192234
609,0.07,0.16,2668.646767,39.82354762,0.51739666
610,0.07,0.17,2652.992994,39.71870413,0.520227519
611,0.07,0.18,2659.335712,39.71084725,0.519080489
612,0.07,0.19,2663.56501,39.76628315,0.518315655
613,0.07,0.2,2656.47782,39.72505702,0.519597316
614,0.07,0.21,2664.437492,39.70066894,0.518157873
615,0.07,0.22,2640.565949,39.53619338,0.52247485
616,0.07,0.23,2651.947791,39.64479188,0.520416535
617,0.07,0.24,2674.026279,39.78116507,0.516423818
618,0.07,0.25,2653.381397,39.68387557,0.520157279
619,0.07,0.26,2676.159376,39.87741341,0.516038065
620,0.07,0.27,2660.68196,39.72992413,0.518837031
621,0.07,0.28,2669.249953,39.8827095,0.517287578
622,0.07,0.29,2631.330953,39.57333435,0.524144925
623,0.07,0.3,2649.68164,39.65387679,0.520826351
624,0.07,0.31,2662.855517,39.81625183,0.518443961
625,0.07,0.32,2653.447651,39.62021846,0.520145298
626,0.07,0.33,2650.74954,39.68995181,0.52063323
627,0.07,0.34,2646.389757,39.69370976,0.521421661
628,0.07,0.35,2652.839375,39.63484273,0.5202553
629,0.07,0.36,2667.083562,39.76263939,0.517679353
630,0.07,0.37,2660.126504,39.73318267,0.518937481
631,0.07,0.38,2645.727618,39.64805699,0.521541404
632,0.07,0.39,2648.896358,39.62377277,0.520968363
633,0.07,0.4,2642.459249,39.67185957,0.522132462
634,0.07,0.41,2666.739294,39.87746063,0.517741611
635,0.07,0.42,2672.337348,39.83869623,0.516729248
636,0.07,0.43,2675.969792,39.81075634,0.516072349
637,0.07,0.44,2656.74921,39.74344844,0.519548237
638,0.07,0.45,2662.414503,39.71974822,0.518523715
639,0.07,0.46,2654.588401,39.6987725,0.519939002
640,0.07,0.47,2668.577846,39.71126246,0.517409124
641,0.07,0.48,2652.405664,39.71484224,0.520333733
642,0.07,0.49,2651.51125,39.61328377,0.52049548
643,0.07,0.5,2644.076205,39.59969363,0.521840049
644,0.07,0.51,2661.457639,39.74664094,0.518696756
645,0.07,0.52,2648.634923,39.70799156,0.521015641
646,0.07,0.53,2659.810914,39.69463992,0.518994553
647,0.07,0.54,2659.863767,39.85188804,0.518984995
648,0.07,0.55,2654.402957,39.68167787,0.519972538
649,0.07,0.56,2682.886229,39.88951757,0.514821567
650,0.07,0.57,2670.958991,39.82384378,0.516978513
651,0.07,0.58,2664.728663,39.74220188,0.518105217
652,0.07,0.59,2637.365802,39.62228729,0.523053571
653,0.07,0.6,2657.185326,39.71838345,0.519469369
654,0.07,0.61,2656.430856,39.71972049,0.519605809
655,0.07,0.62,2662.034357,39.74635077,0.518592461
656,0.07,0.63,2685.901694,39.92641627,0.514276245
657,0.07,0.64,2640.979426,39.57101895,0.522400076
658,0.07,0.65,2662.504274,39.82565563,0.51850748
659,0.07,0.66,2682.289735,39.92165301,0.514929439
660,0.07,0.67,2678.570306,39.94548062,0.515602067
661,0.07,0.68,2656.309894,39.81299992,0.519627684
662,0.07,0.69,2647.715507,39.61773155,0.52118191
663,0.07,0.7,2664.828003,39.75703586,0.518087253
664,0.07,0.71,2652.601235,39.69699041,0.520298365
665,0.07,0.72,2656.672548,39.68261236,0.519562101
666,0.07,0.73,2662.026274,39.77011029,0.518593923
667,0.07,0.74,2649.355003,39.65068932,0.52088542
668,0.07,0.75,2638.159047,39.60110528,0.522910119
669,0.07,0.76,2645.90218,39.60498509,0.521509836
670,0.07,0.77,2653.614415,39.71947474,0.52011514
671,0.07,0.78,2657.171581,39.74046786,0.519471855
672,0.07,0.79,2644.602547,39.69692449,0.521744864
673,0.07,0.8,2640.309721,39.61180353,0.522521187
674,0.07,0.81,2678.280108,39.90154503,0.515654547
675,0.07,0.82,2673.999055,39.79103831,0.516428742
676,0.07,0.83,2660.969449,39.74855034,0.518785041
677,0.07,0.84,2635.191995,39.59563951,0.523446687
678,0.07,0.85,2664.49201,39.72343996,0.518148014
679,0.07,0.86,2676.344557,39.95638009,0.516004576
680,0.07,0.87,2649.127326,39.55779711,0.520926594
681,0.07,0.88,2648.642705,39.55442858,0.521014234
682,0.07,0.89,2657.927971,39.80807995,0.519335068
683,0.07,0.9,2644.690676,39.65132452,0.521728926
684,0.07,0.91,2649.9073,39.71774838,0.520785542
685,0.07,0.92,2677.346809,39.91401606,0.515823327
686,0.07,0.93,2655.162999,39.72336408,0.519835091
687,0.07,0.94,2658.371412,39.73624928,0.519254875
688,0.07,0.95,2659.429436,39.75207715,0.51906354
689,0.07,0.96,2671.455182,39.76046893,0.51688878
690,0.07,0.97,2655.965241,39.77091047,0.519690012
691,0.07,0.98,2667.805521,39.80381243,0.517548792
692,0.07,0.99,2661.274251,39.77374292,0.51872992
693,0.08,0.01,2670.576118,39.92154397,0.517047752
694,0.08,0.02,2645.343995,39.70776881,0.521610779
695,0.08,0.03,2660.649052,39.6866827,0.518842982
696,0.08,0.04,2669.784665,39.72307046,0.51719088
697,0.08,0.05,2671.670224,39.78307869,0.516849892
698,0.08,0.06,2644.775454,39.59388608,0.521713595
699,0.08,0.07,2653.019406,39.68597174,0.520222743
700,0.08,0.08,2662.096443,39.75709429,0.518581233
701,0.08,0.09,2643.954209,39.67462117,0.521862111
702,0.08,0.1,2648.507271,39.56301974,0.521038726
703,0.08,0.11,2647.62696,39.5831417,0.521197923
704,0.08,0.12,2657.834561,39.7791576,0.51935196
705,0.08,0.13,2659.797278,39.72208884,0.518997019
706,0.08,0.14,2666.588108,39.90724837,0.517768952
707,0.08,0.15,2643.814472,39.6146082,0.521887381
708,0.08,0.16,2667.835737,39.74531829,0.517543328
709,0.08,0.17,2652.74139,39.67033642,0.52027302
710,0.08,0.18,2683.58645,39.89914701,0.514694938
711,0.08,0.19,2648.41017,39.69128894,0.521056286
712,0.08,0.2,2662.086238,39.73437339,0.518583079
713,0.08,0.21,2661.033832,39.7500272,0.518773398
714,0.08,0.22,2671.024571,39.83828979,0.516966653
715,0.08,0.23,2654.496274,39.7581327,0.519955663
716,0.08,0.24,2656.812765,39.765571,0.519536744
717,0.08,0.25,2649.428355,39.7330846,0.520872155
718,0.08,0.26,2650.614705,39.69029371,0.520657613
719,0.08,0.27,2662.211969,39.69481221,0.518560341
720,0.08,0.28,2688.470647,39.92603515,0.51381167
721,0.08,0.29,2653.127595,39.72096191,0.520203177
722,0.08,0.3,2630.986136,39.59272844,0.524207282
723,0.08,0.31,2646.821712,39.61947927,0.521343546
724,0.08,0.32,2637.060912,39.63198423,0.523108708
725,0.08,0.33,2655.076431,39.72554286,0.519850746
726,0.08,0.34,2665.939234,39.77470402,0.517886295
727,0.08,0.35,2676.525567,39.84277175,0.515971842
728,0.08,0.36,2655.155702,39.73380116,0.519836411
729,0.08,0.37,2661.047426,39.7258138,0.51877094
730,0.08,0.38,2647.604014,39.5782722,0.521202073
731,0.08,0.39,2675.023674,39.86220585,0.516243447
732,0.08,0.4,2665.285003,39.74799953,0.518004608
733,0.08,0.41,2662.417022,39.73241501,0.518523259
734,0.08,0.42,2659.175637,39.74446138,0.519109438
735,0.08,0.43,2656.883349,39.76633841,0.519523979
736,0.08,0.44,2650.466816,39.7072041,0.520684358
737,0.08,0.45,2662.663447,39.71734745,0.518478695
738,0.08,0.46,2651.707635,39.66412961,0.520459966
739,0.08,0.47,2658.531621,39.68636498,0.519225903
740,0.08,0.48,2658.266531,39.76893854,0.519273842
741,0.08,0.49,2662.085892,39.81070596,0.518583141
742,0.08,0.5,2680.39477,39.81462871,0.515272128
743,0.08,0.51,2655.270923,39.72397759,0.519815574
744,0.08,0.52,2691.882949,39.94080602,0.513194583
745,0.08,0.53,2665.262569,39.6963399,0.518008665
746,0.08,0.54,2662.340748,39.73273882,0.518537053
747,0.08,0.55,2642.824226,39.71446816,0.522066459
748,0.08,0.56,2676.384673,39.763022,0.515997322
749,0.08,0.57,2644.992846,39.58290546,0.521674281
750,0.08,0.58,2655.662241,39.65763322,0.519744807
751,0.08,0.59,2682.253399,39.96834076,0.51493601
752,0.08,0.6,2665.997094,39.76229217,0.517875832
753,0.08,0.61,2657.734667,39.66436306,0.519370025
754,0.08,0.62,2655.595944,39.78394761,0.519756796
755,0.08,0.63,2640.557873,39.57699442,0.522476311
756,0.08,0.64,2656.582472,39.82878583,0.519578391
757,0.08,0.65,2642.955653,39.55808088,0.522042691
758,0.08,0.66,2651.103207,39.69491755,0.520569272
759,0.08,0.67,2651.718518,39.75552299,0.520457998
760,0.08,0.68,2650.643573,39.58878908,0.520652393
761,0.08,0.69,2656.852225,39.71179877,0.519529608
762,0.08,0.7,2650.945654,39.58208402,0.520597764
763,0.08,0.71,2658.209773,39.7860268,0.519284106
764,0.08,0.72,2646.237579,39.71617144,0.521449182
765,0.08,0.73,2651.093535,39.68387036,0.520571021
766,0.08,0.74,2655.194831,39.71386415,0.519829334
767,0.08,0.75,2656.647714,39.85775982,0.519566592
768,0.08,0.76,2665.869348,39.84242849,0.517898934
769,0.08,0.77,2689.261186,39.96848198,0.513668708
770,0.08,0.78,2659.633879,39.80027997,0.519026568
771,0.08,0.79,2637.548245,39.52585622,0.523020578
772,0.08,0.8,2659.004283,39.8315059,0.519140426
773,0.08,0.81,2650.246748,39.62571782,0.520724156
774,0.08,0.82,2666.980939,39.86592721,0.517697911
775,0.08,0.83,2648.339874,39.75090201,0.521068998
776,0.08,0.84,2672.24951,39.82379922,0.516745133
777,0.08,0.85,2634.790817,39.57364673,0.523519237
778,0.08,0.86,2662.271298,39.74761965,0.518549612
779,0.08,0.87,2648.378889,39.80195272,0.521061943
780,0.08,0.88,2667.171706,39.83973302,0.517663413
781,0.08,0.89,2664.928942,39.76192305,0.518068999
782,0.08,0.9,2666.777015,39.74622788,0.517734789
783,0.08,0.91,2639.861358,39.66463643,0.52260227
784,0.08,0.92,2658.745968,39.80214748,0.51918714
785,0.08,0.93,2661.358488,39.87579269,0.518714687
786,0.08,0.94,2653.955558,39.69181989,0.520053447
787,0.08,0.95,2655.651666,39.68292059,0.519746719
788,0.08,0.96,2624.878154,39.38857836,0.525311862
789,0.08,0.97,2659.764875,39.7659686,0.519002879
790,0.08,0.98,2678.172576,39.94222333,0.515673994
791,0.08,0.99,2651.954356,39.76097361,0.520415348
792,0.09,0.01,2661.012915,39.69104629,0.518777181
793,0.09,0.02,2660.88811,39.67345469,0.518799751
794,0.09,0.03,2661.041293,39.74081201,0.518772049
795,0.09,0.04,2670.170131,39.68242082,0.517121172
796,0.09,0.05,2644.631577,39.60821434,0.521739614
797,0.09,0.06,2642.692897,39.61131194,0.522090209
798,0.09,0.07,2665.364322,39.77104399,0.517990264
799,0.09,0.08,2649.392259,39.68886917,0.520878683
800,0.09,0.09,2661.677655,39.62577045,0.518656968
801,0.09,0.1,2664.540817,39.7141343,0.518139188
802,0.09,0.11,2672.684815,39.79677312,0.516666411
803,0.09,0.12,2634.015821,39.62500438,0.523659388
804,0.09,0.13,2665.9788,39.76827482,0.51787914
805,0.09,0.14,2660.257923,39.8187657,0.518913715
806,0.09,0.15,2655.623841,39.7413876,0.519751751
807,0.09,0.16,2674.5768,39.87570293,0.516324261
808,0.09,0.17,2666.367277,39.74926539,0.517808887
809,0.09,0.18,2663.146453,39.80308421,0.518391347
810,0.09,0.19,2661.804028,39.69341066,0.518634114
811,0.09,0.2,2671.661451,39.82528813,0.516851478
812,0.09,0.21,2660.038649,39.76913265,0.518953369
813,0.09,0.22,2653.417016,39.66089309,0.520150838
814,0.09,0.23,2655.584556,39.75334319,0.519758856
815,0.09,0.24,2677.620474,39.74338277,0.515773837
816,0.09,0.25,2667.570599,39.72529982,0.517591276
817,0.09,0.26,2663.486773,39.68555661,0.518329803
818,0.09,0.27,2663.758352,39.8025916,0.51828069
819,0.09,0.28,2631.075793,39.51350244,0.524191069
820,0.09,0.29,2672.017061,39.70103412,0.516787169
821,0.09,0.3,2658.053392,39.68605792,0.519312387
822,0.09,0.31,2669.555565,39.71723351,0.517232311
823,0.09,0.32,2659.55138,39.75318348,0.519041487
824,0.09,0.33,2649.43041,39.74890197,0.520871784
825,0.09,0.34,2660.436399,39.73683411,0.518881439
826,0.09,0.35,2669.420718,39.72603476,0.517256697
827,0.09,0.36,2678.5305,39.92840032,0.515609266
828,0.09,0.37,2660.503714,39.83914928,0.518869266
829,0.09,0.38,2673.318879,39.82278531,0.516551746
830,0.09,0.39,2662.301811,39.78373145,0.518544094
831,0.09,0.4,2648.180131,39.70053029,0.521097886
832,0.09,0.41,2661.516217,39.73145996,0.518686162
833,0.09,0.42,2661.445495,39.76606328,0.518698952
834,0.09,0.43,2646.526586,39.61318121,0.521396917
835,0.09,0.44,2655.417296,39.6709037,0.519789103
836,0.09,0.45,2674.117894,39.87460163,0.51640725
837,0.09,0.46,2680.5893,39.84674768,0.515236949
838,0.09,0.47,2649.551588,39.72197628,0.52084987
839,0.09,0.48,2675.19579,39.91059839,0.516212321
840,0.09,0.49,2644.398539,39.69263597,0.521781757
841,0.09,0.5,2657.016761,39.75820464,0.519499853
842,0.09,0.51,2659.128204,39.75650946,0.519118015
843,0.09,0.52,2673.725353,39.79220344,0.516478238
844,0.09,0.53,2652.137295,39.66741554,0.520382265
845,0.09,0.54,2657.675021,39.63564494,0.519380812
846,0.09,0.55,2651.841776,39.6371857,0.520435707
847,0.09,0.56,2648.909875,39.70248644,0.520965918
848,0.09,0.57,2659.214144,39.79220227,0.519102474
849,0.09,0.58,2631.081866,39.48825607,0.524189971
850,0.09,0.59,2666.542304,39.86983812,0.517777235
851,0.09,0.6,2651.208224,39.63238953,0.52055028
852,0.09,0.61,2654.464418,39.69277418,0.519961424
853,0.09,0.62,2655.377903,39.7122529,0.519796227
854,0.09,0.63,2655.254944,39.72670316,0.519818463
855,0.09,0.64,2661.339421,39.83444361,0.518718135
856,0.09,0.65,2663.861311,39.70853185,0.518262071
857,0.09,0.66,2645.977249,39.6203418,0.52149626
858,0.09,0.67,2656.927066,39.79850694,0.519516074
859,0.09,0.68,2634.49499,39.60010537,0.523572734
860,0.09,0.69,2652.070016,39.70759229,0.520394432
861,0.09,0.7,2670.537172,39.89223024,0.517054795
862,0.09,0.71,2663.813608,39.79726677,0.518270698
863,0.09,0.72,2658.480627,39.77358228,0.519235125
864,0.09,0.73,2644.443832,39.59711831,0.521773566
865,0.09,0.74,2650.309226,39.61437445,0.520712857
866,0.09,0.75,2658.592752,39.75270672,0.519214848
867,0.09,0.76,2651.178612,39.77532859,0.520555635
868,0.09,0.77,2643.724972,39.57039883,0.521903566
869,0.09,0.78,2670.949785,39.81105427,0.516980177
870,0.09,0.79,2663.752645,39.83227738,0.518281722
871,0.09,0.8,2656.627638,39.82050915,0.519570223
872,0.09,0.81,2652.594286,39.71838919,0.520299622
873,0.09,0.82,2665.449802,39.81322672,0.517974805
874,0.09,0.83,2655.044332,39.66023704,0.519856551
875,0.09,0.84,2657.831525,39.71132529,0.519352509
876,0.09,0.85,2664.949259,39.78430353,0.518065324
877,0.09,0.86,2654.021774,39.68828606,0.520041472
878,0.09,0.87,2670.78343,39.84067785,0.517010261
879,0.09,0.88,2662.261802,39.75396172,0.518551329
880,0.09,0.89,2688.522992,39.8351346,0.513802204
881,0.09,0.9,2667.363684,39.85293824,0.517628695
882,0.09,0.91,2673.938981,39.90128163,0.516439605
883,0.09,0.92,2650.640505,39.59379984,0.520652948
884,0.09,0.93,2659.504486,39.71627469,0.519049968
885,0.09,0.94,2626.481793,39.51822847,0.525021857
886,0.09,0.95,2665.085915,39.77873436,0.518040611
887,0.09,0.96,2672.076492,39.80333835,0.516776422
888,0.09,0.97,2669.526656,39.83724682,0.517237539
889,0.09,0.98,2649.33171,39.6462858,0.520889633
890,0.09,0.99,2659.331444,39.6574351,0.519081261
