,alpha,beta,MSE,MAE,R2
1445,0.15,0.6,2673.045174,39.90092459,0.516601243
1446,0.15,0.61,2653.242811,39.62795166,0.520182341
1447,0.15,0.62,2666.477885,39.7824266,0.517788885
1448,0.15,0.63,2651.766516,39.74628387,0.520449318
1449,0.15,0.64,2680.335013,39.89179264,0.515282934
1450,0.15,0.65,2671.058939,39.8588447,0.516960438
1451,0.15,0.66,2670.395306,39.80670818,0.517080451
1452,0.15,0.67,2655.273177,39.67982697,0.519815166
1453,0.15,0.68,2649.921035,39.61842552,0.520783058
1454,0.15,0.69,2654.853943,39.67727108,0.519890981
1455,0.15,0.7,2653.605336,39.613781,0.520116782
1456,0.15,0.71,2650.325405,39.74270461,0.520709931
1457,0.15,0.72,2633.979208,39.61090502,0.52366601
1458,0.15,0.73,2647.367048,39.69905799,0.521244926
1459,0.15,0.74,2663.23743,39.72604832,0.518374895
1460,0.15,0.75,2660.153453,39.79492124,0.518932607
1461,0.15,0.76,2646.001853,39.60371189,0.521491811
1462,0.15,0.77,2662.617989,39.72730849,0.518486916
1463,0.15,0.78,2640.230132,39.66856929,0.52253558
1464,0.15,0.79,2666.153466,39.79414672,0.517847553
1465,0.15,0.8,2659.139276,39.81637814,0.519116013
1466,0.15,0.81,2661.726743,39.76431252,0.518648091
1467,0.15,0.82,2657.441238,39.66835609,0.51942309
1468,0.15,0.83,2658.770421,39.69946058,0.519182718
1469,0.15,0.84,2628.659295,39.53402613,0.524628073
1470,0.15,0.85,2665.790237,39.77189286,0.51791324
1471,0.15,0.86,2667.513306,39.80900068,0.517601637
1472,0.15,0.87,2650.139211,39.69923598,0.520743603
1473,0.15,0.88,2644.454318,39.62514854,0.52177167
1474,0.15,0.89,2661.577526,39.77897698,0.518675075
1475,0.15,0.9,2675.727821,39.89883464,0.516116108
1476,0.15,0.91,2646.201264,39.66799065,0.521455749
1477,0.15,0.92,2663.549463,39.82333985,0.518318466
1478,0.15,0.93,2655.860059,39.6439441,0.519709033
1479,0.15,0.94,2658.265213,39.68782189,0.51927408
1480,0.15,0.95,2663.570535,39.83311113,0.518314656
1481,0.15,0.96,2658.126684,39.68757582,0.519299132
1482,0.15,0.97,2652.117372,39.60891004,0.520385868
1483,0.15,0.98,2645.456625,39.58905164,0.521590411
1484,0.15,0.99,2661.999244,39.73562018,0.518598811
1485,0.16,0.01,2646.17122,39.70171963,0.521461182
1486,0.16,0.02,2664.070835,39.83296368,0.51822418
1487,0.16,0.03,2656.123308,39.60609551,0.519661427
1488,0.16,0.04,2673.516605,39.84226613,0.516515989
1489,0.16,0.05,2663.130756,39.75497288,0.518394186
1490,0.16,0.06,2652.345195,39.67074753,0.520344668
1491,0.16,0.07,2647.047877,39.74678426,0.521302646
1492,0.16,0.08,2660.822875,39.78259005,0.518811548
1493,0.16,0.09,2675.614578,39.81162436,0.516136587
1494,0.16,0.1,2667.379729,39.81792314,0.517625793
1495,0.16,0.11,2641.258939,39.52009913,0.522349528
1496,0.16,0.12,2669.793921,39.77663911,0.517189206
1497,0.16,0.13,2640.835746,39.61961041,0.52242606
1498,0.16,0.14,2690.011929,39.96556682,0.513532942
1499,0.16,0.15,2651.24958,39.71188848,0.520542801
1500,0.16,0.16,2667.064989,39.80224791,0.517682712
1501,0.16,0.17,2649.725122,39.57971174,0.520818487
1502,0.16,0.18,2650.742241,39.66562288,0.520634549
1503,0.16,0.19,2651.335181,39.76068166,0.520527321
1504,0.16,0.2,2639.987423,39.62413902,0.522579472
1505,0.16,0.21,2656.785628,39.63809043,0.519541651
1506,0.16,0.22,2660.291579,39.64799787,0.518907628
1507,0.16,0.23,2659.496442,39.74142524,0.519051422
1508,0.16,0.24,2681.8387,39.95361263,0.515011005
1509,0.16,0.25,2644.000527,39.62900334,0.521853734
1510,0.16,0.26,2680.58714,39.88153104,0.515237339
1511,0.16,0.27,2653.581712,39.73583306,0.520121054
1512,0.16,0.28,2669.172155,39.83904912,0.517301648
1513,0.16,0.29,2672.371072,39.81883151,0.516723149
1514,0.16,0.3,2667.794213,39.79032339,0.517550837
1515,0.16,0.31,2654.366983,39.67021004,0.519979044
1516,0.16,0.32,2662.92474,39.81581065,0.518431442
1517,0.16,0.33,2645.750914,39.65761958,0.521537191
1518,0.16,0.34,2656.796899,39.66240241,0.519539613
1519,0.16,0.35,2651.908526,39.6638235,0.520423636
1520,0.16,0.36,2675.993346,39.92610688,0.51606809
1521,0.16,0.37,2646.453422,39.68243189,0.521410148
1522,0.16,0.38,2667.496603,39.82799773,0.517604658
1523,0.16,0.39,2659.689166,39.67791213,0.51901657
1524,0.16,0.4,2654.450538,39.7979257,0.519963934
1525,0.16,0.41,2651.136168,39.64018913,0.520563311
1526,0.16,0.42,2657.132238,39.67693259,0.51947897
1527,0.16,0.43,2659.161592,39.70510743,0.519111978
1528,0.16,0.44,2657.217275,39.7581439,0.519463592
1529,0.16,0.45,2649.621314,39.68486406,0.52083726
1530,0.16,0.46,2666.849075,39.82140446,0.517721758
1531,0.16,0.47,2668.513987,39.78706068,0.517420672
1532,0.16,0.48,2650.555039,39.62964573,0.520668404
1533,0.16,0.49,2653.853863,39.59747732,0.520071838
1534,0.16,0.5,2638.464865,39.62722327,0.522854814
1535,0.16,0.51,2648.517016,39.65559548,0.521036964
1536,0.16,0.52,2659.113427,39.70103675,0.519120688
1537,0.16,0.53,2642.479382,39.58418677,0.522128821
1538,0.16,0.54,2671.612977,39.72178908,0.516860245
1539,0.16,0.55,2682.608868,39.90604409,0.514871726
1540,0.16,0.56,2665.263795,39.83694323,0.518008443
1541,0.16,0.57,2657.307374,39.78666859,0.519447298
1542,0.16,0.58,2641.303976,39.62244918,0.522341384
1543,0.16,0.59,2633.270885,39.58982397,0.523794104
1544,0.16,0.6,2667.803332,39.83959401,0.517549188
1545,0.16,0.61,2669.937876,39.76880603,0.517163173
1546,0.16,0.62,2668.518057,39.85323727,0.517419936
1547,0.16,0.63,2666.521698,39.81309956,0.517780961
1548,0.16,0.64,2649.727783,39.72546348,0.520818006
1549,0.16,0.65,2650.397661,39.61540133,0.520696864
1550,0.16,0.66,2622.101691,39.49261821,0.525813963
1551,0.16,0.67,2656.611418,39.65332334,0.519573156
1552,0.16,0.68,2668.494786,39.78327287,0.517424144
1553,0.16,0.69,2677.6472,39.93620587,0.515769004
1554,0.16,0.7,2657.855241,39.77958345,0.519348221
1555,0.16,0.71,2665.183089,39.77492633,0.518023038
1556,0.16,0.72,2669.107824,39.84988372,0.517313281
1557,0.16,0.73,2663.027717,39.80162565,0.51841282
1558,0.16,0.74,2658.695939,39.69163296,0.519196187
1559,0.16,0.75,2655.832045,39.69843258,0.519714099
1560,0.16,0.76,2653.522725,39.69999062,0.520131721
1561,0.16,0.77,2687.485854,40.07679532,0.513989762
1562,0.16,0.78,2643.389797,39.58204935,0.52196418
1563,0.16,0.79,2656.925319,39.77926859,0.51951639
1564,0.16,0.8,2645.820233,39.65851929,0.521524655
1565,0.16,0.81,2640.360437,39.60803863,0.522512015
1566,0.16,0.82,2655.884929,39.7139835,0.519704536
1567,0.16,0.83,2671.329817,39.7965276,0.516911452
1568,0.16,0.84,2650.241924,39.65674438,0.520725028
1569,0.16,0.85,2647.872475,39.66600358,0.521153524
1570,0.16,0.86,2651.233034,39.68479685,0.520545794
1571,0.16,0.87,2679.920336,39.85619678,0.515357925
1572,0.16,0.88,2658.827714,39.81257402,0.519172357
1573,0.16,0.89,2668.529775,39.89157219,0.517417817
1574,0.16,0.9,2648.449449,39.68624522,0.521049183
1575,0.16,0.91,2675.198985,39.92787074,0.516211744
1576,0.16,0.92,2666.593296,39.85994262,0.517768013
1577,0.16,0.93,2659.504358,39.84176286,0.519049991
1578,0.16,0.94,2653.96398,39.73140349,0.520051924
1579,0.16,0.95,2653.66748,39.75334946,0.520105544
1580,0.16,0.96,2660.578145,39.72133503,0.518855805
1581,0.16,0.97,2643.326273,39.62621133,0.521975668
1582,0.16,0.98,2665.826154,39.8568855,0.517906745
1583,0.16,0.99,2653.52649,39.69741852,0.52013104
1584,0.17,0.01,2658.188517,39.75835004,0.51928795
1585,0.17,0.02,2633.369525,39.57966644,0.523776266
1586,0.17,0.03,2656.40321,39.74878256,0.519610809
1587,0.17,0.04,2668.544074,39.8589179,0.517415231
1588,0.17,0.05,2656.23725,39.64275069,0.519640821
1589,0.17,0.06,2660.197763,39.85688674,0.518924594
1590,0.17,0.07,2674.022182,39.861016,0.516424559
1591,0.17,0.08,2661.261132,39.82324237,0.518732292
1592,0.17,0.09,2709.968082,40.06257348,0.509924032
1593,0.17,0.1,2660.371646,39.72964062,0.518893149
1594,0.17,0.11,2648.445392,39.65613716,0.521049916
1595,0.17,0.12,2651.050969,39.62574038,0.520578719
1596,0.17,0.13,2668.427211,39.76579159,0.517436365
1597,0.17,0.14,2658.302729,39.66799474,0.519267296
1598,0.17,0.15,2673.493474,39.88309171,0.516520172
1599,0.17,0.16,2668.333545,39.82368746,0.517453303
1600,0.17,0.17,2657.735993,39.65424789,0.519369786
1601,0.17,0.18,2671.562476,39.89586797,0.516869377
1602,0.17,0.19,2660.660171,39.73133573,0.518840971
1603,0.17,0.2,2645.414673,39.56098373,0.521597997
1604,0.17,0.21,2673.899867,39.86463327,0.516446679
1605,0.17,0.22,2668.808155,39.70162866,0.517367474
1606,0.17,0.23,2652.535008,39.72211967,0.520310342
1607,0.17,0.24,2664.261567,39.85733453,0.518189688
1608,0.17,0.25,2678.26598,39.80736433,0.515657102
1609,0.17,0.26,2645.519326,39.58643561,0.521579072
1610,0.17,0.27,2664.34413,39.69344593,0.518174757
1611,0.17,0.28,2662.455611,39.78749834,0.518516281
1612,0.17,0.29,2673.86319,39.94843801,0.516453312
1613,0.17,0.3,2655.539609,39.66682816,0.519766984
1614,0.17,0.31,2667.098986,39.76523941,0.517676564
1615,0.17,0.32,2662.359187,39.80977201,0.518533718
1616,0.17,0.33,2656.755909,39.76602762,0.519547026
1617,0.17,0.34,2665.779841,39.74941072,0.51791512
1618,0.17,0.35,2651.798169,39.65154146,0.520443593
1619,0.17,0.36,2650.076374,39.57942304,0.520754966
1620,0.17,0.37,2669.62932,39.78143648,0.517218973
1621,0.17,0.38,2683.546739,39.89743037,0.51470212
1622,0.17,0.39,2661.76767,39.70257672,0.518640689
1623,0.17,0.4,2653.342267,39.56672384,0.520164356
1624,0.17,0.41,2656.172215,39.65609108,0.519652582
1625,0.17,0.42,2649.559034,39.72364659,0.520848523
1626,0.17,0.43,2663.096231,39.80775427,0.51840043
1627,0.17,0.44,2663.275765,39.82854538,0.518367962
1628,0.17,0.45,2661.34334,39.78013438,0.518717426
1629,0.17,0.46,2645.17474,39.66088315,0.521641387
1630,0.17,0.47,2664.568988,39.85680405,0.518134093
1631,0.17,0.48,2658.113084,39.79599066,0.519301592
1632,0.17,0.49,2671.105755,39.87386694,0.516951971
1633,0.17,0.5,2651.910346,39.65149573,0.520423307
1634,0.17,0.51,2639.910621,39.6172777,0.522593361
1635,0.17,0.52,2654.396945,39.77152316,0.519973626
1636,0.17,0.53,2657.045198,39.69766469,0.51949471
1637,0.17,0.54,2656.729694,39.7684261,0.519551767
1638,0.17,0.55,2663.363968,39.73112896,0.518352011
1639,0.17,0.56,2659.570556,39.68555479,0.51903802
1640,0.17,0.57,2648.274607,39.62477283,0.521080801
1641,0.17,0.58,2654.279305,39.66843665,0.5199949
1642,0.17,0.59,2639.364923,39.63609289,0.522692046
1643,0.17,0.6,2665.106961,39.77379963,0.518036805
1644,0.17,0.61,2673.939417,39.91424717,0.516439527
1645,0.17,0.62,2635.093304,39.53861165,0.523464534
1646,0.17,0.63,2664.743254,39.71355171,0.518102579
1647,0.17,0.64,2640.658066,39.62923997,0.522458192
1648,0.17,0.65,2656.277371,39.79809568,0.519633566
1649,0.17,0.66,2670.055218,39.74914588,0.517141953
1650,0.17,0.67,2643.917982,39.59367953,0.521868662
1651,0.17,0.68,2650.261971,39.66428421,0.520721402
1652,0.17,0.69,2667.759768,39.83150821,0.517557066
1653,0.17,0.7,2664.920158,39.80645686,0.518070587
1654,0.17,0.71,2668.105493,39.82305436,0.517494545
1655,0.17,0.72,2666.805993,39.85665851,0.517729549
1656,0.17,0.73,2662.076594,39.7135907,0.518584823
1657,0.17,0.74,2645.26347,39.70410247,0.521625341
1658,0.17,0.75,2668.080281,39.79946906,0.517499104
1659,0.17,0.76,2648.935406,39.79315667,0.520961301
1660,0.17,0.77,2654.797369,39.71198523,0.519901212
1661,0.17,0.78,2660.438906,39.83372894,0.518880986
1662,0.17,0.79,2644.551812,39.57806772,0.521754039
1663,0.17,0.8,2661.375848,39.82545314,0.518711547
1664,0.17,0.81,2649.30494,39.68547148,0.520894474
1665,0.17,0.82,2653.723153,39.75881635,0.520095476
1666,0.17,0.83,2651.68256,39.74842572,0.5204645
1667,0.17,0.84,2652.302082,39.75818474,0.520352465
1668,0.17,0.85,2642.06709,39.66831651,0.522203381
1669,0.17,0.86,2665.472161,39.76117988,0.517970762
1670,0.17,0.87,2676.25688,39.95249478,0.516020432
1671,0.17,0.88,2665.194246,39.92507682,0.51802102
1672,0.17,0.89,2664.078565,39.78844146,0.518222782
1673,0.17,0.9,2628.916936,39.55105061,0.524581481
1674,0.17,0.91,2651.024422,39.7533072,0.520583519
1675,0.17,0.92,2638.761146,39.59114678,0.522801234
1676,0.17,0.93,2654.395439,39.66746038,0.519973898
1677,0.17,0.94,2655.945667,39.68331205,0.519693552
1678,0.17,0.95,2660.965016,39.76373479,0.518785843
1679,0.17,0.96,2659.960635,39.67206167,0.518967477
1680,0.17,0.97,2656.778785,39.63493452,0.519542889
1681,0.17,0.98,2654.146482,39.73100337,0.52001892
1682,0.17,0.99,2655.217396,39.79379341,0.519825254
1683,0.18,0.01,2671.148283,39.71542852,0.516944281
1684,0.18,0.02,2690.635654,39.9794651,0.513420146
1685,0.18,0.03,2650.542243,39.6626995,0.520670718
1686,0.18,0.04,2642.476046,39.67913868,0.522129424
1687,0.18,0.05,2664.67323,39.75327996,0.518115242
1688,0.18,0.06,2669.294014,39.86461505,0.51727961
1689,0.18,0.07,2669.916163,39.76780379,0.5171671
1690,0.18,0.08,2659.272588,39.7864462,0.519091905
1691,0.18,0.09,2662.056757,39.87461371,0.51858841
1692,0.18,0.1,2669.800117,39.79916247,0.517188086
1693,0.18,0.11,2671.757086,39.7853395,0.516834184
1694,0.18,0.12,2640.311983,39.52271745,0.522520778
1695,0.18,0.13,2666.132649,39.85283717,0.517851318
1696,0.18,0.14,2646.786407,39.64180592,0.52134993
1697,0.18,0.15,2656.409412,39.70560233,0.519609687
1698,0.18,0.16,2663.629157,39.88259042,0.518304054
1699,0.18,0.17,2649.351132,39.67433968,0.52088612
1700,0.18,0.18,2676.14905,39.87402101,0.516039932
1701,0.18,0.19,2636.427352,39.63452834,0.523223282
1702,0.18,0.2,2640.888027,39.66696331,0.522416605
1703,0.18,0.21,2640.247506,39.65838965,0.522532438
1704,0.18,0.22,2658.84672,39.81292384,0.51916892
1705,0.18,0.23,2654.65349,39.76157432,0.519927232
1706,0.18,0.24,2643.636116,39.57751106,0.521919635
1707,0.18,0.25,2663.081163,39.70535852,0.518403155
1708,0.18,0.26,2660.238719,39.76237416,0.518917188
1709,0.18,0.27,2642.736938,39.63369314,0.522082244
1710,0.18,0.28,2649.938609,39.63243519,0.52077988
1711,0.18,0.29,2638.468953,39.5870108,0.522854075
1712,0.18,0.3,2659.279539,39.7984175,0.519090648
1713,0.18,0.31,2641.348041,39.60529259,0.522333415
1714,0.18,0.32,2634.623806,39.5478513,0.523549439
1715,0.18,0.33,2668.811867,39.81786547,0.517366803
1716,0.18,0.34,2649.901768,39.63488759,0.520786542
1717,0.18,0.35,2664.132839,39.80728746,0.518212967
1718,0.18,0.36,2654.858232,39.67447201,0.519890206
1719,0.18,0.37,2653.040099,39.68140226,0.520219
1720,0.18,0.38,2669.47699,39.78790186,0.517246521
1721,0.18,0.39,2659.187326,39.7857156,0.519107324
1722,0.18,0.4,2658.199128,39.65252011,0.519286031
1723,0.18,0.41,2655.423548,39.76907323,0.519787973
1724,0.18,0.42,2648.359076,39.67593423,0.521065526
1725,0.18,0.43,2651.408037,39.74082112,0.520514146
1726,0.18,0.44,2653.843669,39.70407233,0.520073681
1727,0.18,0.45,2671.884385,39.8916131,0.516811163
1728,0.18,0.46,2666.431021,39.73906802,0.51779736
1729,0.18,0.47,2655.845855,39.73020081,0.519711602
1730,0.18,0.48,2652.191707,39.64275483,0.520372425
1731,0.18,0.49,2690.361568,39.94780163,0.513469712
1732,0.18,0.5,2649.3475,39.63176499,0.520886777
1733,0.18,0.51,2671.33939,39.80118956,0.51690972
1734,0.18,0.52,2655.739801,39.74532398,0.519730781
1735,0.18,0.53,2658.492316,39.73476139,0.519233011
1736,0.18,0.54,2664.656243,39.73762245,0.518118314
1737,0.18,0.55,2664.670954,39.76275949,0.518115654
1738,0.18,0.56,2660.779328,39.81764886,0.518819423
1739,0.18,0.57,2661.7719,39.76757867,0.518639924
1740,0.18,0.58,2658.03065,39.78701499,0.519316499
1741,0.18,0.59,2669.829447,39.70609003,0.517182782
1742,0.18,0.6,2663.936092,39.76585629,0.518248547
1743,0.18,0.61,2618.300326,39.48188831,0.526501409
1744,0.18,0.62,2653.833828,39.66510774,0.520075461
1745,0.18,0.63,2647.535542,39.69832105,0.521214455
1746,0.18,0.64,2643.509111,39.63075674,0.521942603
1747,0.18,0.65,2641.82153,39.61455416,0.522247789
1748,0.18,0.66,2666.848191,39.75607544,0.517721918
1749,0.18,0.67,2658.190551,39.65989767,0.519287582
1750,0.18,0.68,2647.705993,39.69421126,0.521183631
1751,0.18,0.69,2673.952794,39.88406864,0.516437107
1752,0.18,0.7,2673.674339,39.94410442,0.516487464
1753,0.18,0.71,2628.996921,39.54256098,0.524567016
1754,0.18,0.72,2672.005295,39.8778162,0.516789297
1755,0.18,0.73,2671.630661,39.77371374,0.516857047
1756,0.18,0.74,2656.982501,39.74037596,0.519506049
1757,0.18,0.75,2658.453613,39.71239999,0.51924001
1758,0.18,0.76,2661.384806,39.83145378,0.518709927
1759,0.18,0.77,2650.806978,39.75906639,0.520622842
1760,0.18,0.78,2662.736909,39.75377402,0.51846541
1761,0.18,0.79,2651.530908,39.80431769,0.520491925
1762,0.18,0.8,2646.738522,39.66945176,0.52135859
1763,0.18,0.81,2662.448854,39.73548656,0.518517503
1764,0.18,0.82,2660.375386,39.75508401,0.518892473
1765,0.18,0.83,2642.916797,39.64239645,0.522049718
1766,0.18,0.84,2644.369192,39.63697065,0.521787064
1767,0.18,0.85,2630.139271,39.57993957,0.524360431
1768,0.18,0.86,2668.881273,39.93132284,0.517354251
1769,0.18,0.87,2662.130287,39.73025777,0.518575113
1770,0.18,0.88,2641.187459,39.61550286,0.522362455
1771,0.18,0.89,2690.81614,39.89760281,0.513387507
1772,0.18,0.9,2658.167658,39.7242586,0.519291722
1773,0.18,0.91,2661.727389,39.74649401,0.518647974
1774,0.18,0.92,2623.825108,39.41615158,0.525502297
1775,0.18,0.93,2642.487971,39.76326171,0.522127268
1776,0.18,0.94,2659.528936,39.8517421,0.519045546
1777,0.18,0.95,2665.720405,39.88273059,0.517925869
1778,0.18,0.96,2647.302824,39.54446122,0.52125654
1779,0.18,0.97,2664.506873,39.7017872,0.518145326
1780,0.18,0.98,2683.743696,39.9668332,0.514666501
1781,0.18,0.99,2660.460291,39.71547247,0.518877118
1782,0.19,0.01,2662.527628,39.76453389,0.518503257
1783,0.19,0.02,2669.997979,39.90867525,0.517152304
1784,0.19,0.03,2640.298295,39.57353839,0.522523253
1785,0.19,0.04,2673.052429,39.80762657,0.516599931
1786,0.19,0.05,2670.084993,39.83530406,0.517136568
1787,0.19,0.06,2663.045057,39.70621133,0.518409684
1788,0.19,0.07,2662.481462,39.86438965,0.518511606
1789,0.19,0.08,2664.09598,39.7386325,0.518219633
1790,0.19,0.09,2651.399574,39.72319767,0.520515676
1791,0.19,0.1,2647.745914,39.55417102,0.521176411
1792,0.19,0.11,2649.466518,39.64306725,0.520865254
1793,0.19,0.12,2653.429321,39.73570105,0.520148613
1794,0.19,0.13,2636.86025,39.55329863,0.523144996
1795,0.19,0.14,2659.810771,39.77205284,0.518994579
1796,0.19,0.15,2673.533844,39.84623752,0.516512871
1797,0.19,0.16,2652.690521,39.67774884,0.520282219
1798,0.19,0.17,2658.82354,39.74717973,0.519173111
1799,0.19,0.18,2660.337364,39.78634099,0.518899348
1800,0.19,0.19,2654.10635,39.63030471,0.520026177
1801,0.19,0.2,2672.585783,39.9409882,0.51668432
1802,0.19,0.21,2662.382509,39.7413296,0.518529501
1803,0.19,0.22,2659.089887,39.72833893,0.519124945
1804,0.19,0.23,2645.106837,39.66759742,0.521653667
1805,0.19,0.24,2665.209683,39.73003819,0.518018229
1806,0.19,0.25,2663.608772,39.77134271,0.518307741
1807,0.19,0.26,2674.499781,39.95038519,0.516338189
1808,0.19,0.27,2650.3043,39.53198199,0.520713748
1809,0.19,0.28,2649.376935,39.60765897,0.520881454
1810,0.19,0.29,2661.232145,39.77247012,0.518737535
1811,0.19,0.3,2672.980685,39.82053929,0.516612905
1812,0.19,0.31,2647.081426,39.58172542,0.521296578
1813,0.19,0.32,2651.371142,39.65789039,0.520520818
1814,0.19,0.33,2652.725913,39.73573023,0.520275818
1815,0.19,0.34,2663.245336,39.77179845,0.518373465
1816,0.19,0.35,2672.959362,39.77970247,0.516616762
1817,0.19,0.36,2689.678205,39.95621445,0.513593293
1818,0.19,0.37,2662.142856,39.82553903,0.51857284
1819,0.19,0.38,2648.185209,39.65542336,0.521096968
1820,0.19,0.39,2668.060729,39.73911855,0.51750264
1821,0.19,0.4,2663.783739,39.70684528,0.518276099
1822,0.19,0.41,2675.517236,39.88988469,0.516154191
1823,0.19,0.42,2644.355633,39.56983449,0.521789516
1824,0.19,0.43,2647.315992,39.64305872,0.521254159
1825,0.19,0.44,2662.987995,39.82760029,0.518420003
1826,0.19,0.45,2661.629689,39.79164973,0.518665642
1827,0.19,0.46,2648.924344,39.70233765,0.520963302
1828,0.19,0.47,2676.891154,39.80591674,0.515905729
1829,0.19,0.48,2680.020669,39.86419091,0.515339781
1830,0.19,0.49,2655.279547,39.73508154,0.519814014
1831,0.19,0.5,2666.332905,39.720338,0.517815103
1832,0.19,0.51,2660.799693,39.85481424,0.51881574
1833,0.19,0.52,2647.519395,39.69173706,0.521217375
1834,0.19,0.53,2652.064759,39.6182193,0.520395383
1835,0.19,0.54,2664.186998,39.74661415,0.518203173
1836,0.19,0.55,2644.775161,39.58656642,0.521713648
1837,0.19,0.56,2649.005511,39.51819238,0.520948623
1838,0.19,0.57,2663.545977,39.67576759,0.518319097
1839,0.19,0.58,2679.088945,39.81020391,0.515508276
1840,0.19,0.59,2668.997581,39.80227659,0.517333218
1841,0.19,0.6,2664.494245,39.79583384,0.51814761
1842,0.19,0.61,2633.956301,39.39455413,0.523670152
1843,0.19,0.62,2653.283496,39.71847166,0.520174984
1844,0.19,0.63,2643.288014,39.6478312,0.521982587
1845,0.19,0.64,2655.49963,39.71842192,0.519774214
1846,0.19,0.65,2664.125058,39.80843246,0.518214375
1847,0.19,0.66,2670.524157,39.80619793,0.517057149
1848,0.19,0.67,2659.351949,39.93305703,0.519077553
1849,0.19,0.68,2649.641683,39.67491336,0.520833577
1850,0.19,0.69,2663.851518,39.71401952,0.518263842
1851,0.19,0.7,2659.613509,39.75507561,0.519030252
1852,0.19,0.71,2678.413828,39.93426977,0.515630365
1853,0.19,0.72,2672.445353,39.78746538,0.516709716
1854,0.19,0.73,2657.721957,39.69046762,0.519372324
1855,0.19,0.74,2674.791191,39.87490702,0.51628549
1856,0.19,0.75,2664.906474,39.80598244,0.518073062
1857,0.19,0.76,2650.832901,39.62439859,0.520618154
1858,0.19,0.77,2665.561092,39.89332432,0.517954679
1859,0.19,0.78,2666.485485,39.87634945,0.51778751
1860,0.19,0.79,2665.374273,39.76929245,0.517988464
1861,0.19,0.8,2667.378337,39.79909208,0.517626045
1862,0.19,0.81,2642.082499,39.66022276,0.522200594
1863,0.19,0.82,2645.270701,39.69220952,0.521624034
1864,0.19,0.83,2661.454067,39.79060993,0.518697402
1865,0.19,0.84,2641.664339,39.55667224,0.522276215
1866,0.19,0.85,2641.595463,39.63706534,0.522288671
1867,0.19,0.86,2660.911668,39.82659822,0.51879549
1868,0.19,0.87,2649.299695,39.72317994,0.520895422
1869,0.19,0.88,2634.59186,39.51172122,0.523555216
1870,0.19,0.89,2665.84178,39.83351618,0.517903919
1871,0.19,0.9,2668.631004,39.77579998,0.51739951
1872,0.19,0.91,2663.796217,39.74615163,0.518273843
1873,0.19,0.92,2643.981735,39.7468892,0.521857133
1874,0.19,0.93,2665.053322,39.80289161,0.518046506
1875,0.19,0.94,2661.399911,39.87269653,0.518707195
1876,0.19,0.95,2675.906363,39.89755716,0.51608382
1877,0.19,0.96,2670.430853,39.75267972,0.517074022
1878,0.19,0.97,2646.483338,39.57790967,0.521404738
1879,0.19,0.98,2664.386305,39.80066319,0.51816713
1880,0.19,0.99,2673.068844,39.96893869,0.516596963
1881,0.2,0.01,2678.15741,39.87708456,0.515676736
1882,0.2,0.02,2667.972465,39.82492135,0.517518602
1883,0.2,0.03,2669.092368,39.75505959,0.517316076
1884,0.2,0.04,2670.882843,39.81747261,0.516992283
1885,0.2,0.05,2639.038772,39.56124678,0.522751028
1886,0.2,0.06,2666.968733,39.7115585,0.517700119
1887,0.2,0.07,2656.11176,39.70243697,0.519663515
1888,0.2,0.08,2653.264958,39.67566125,0.520178336
1889,0.2,0.09,2647.586488,39.74604058,0.521205242
1890,0.2,0.1,2648.746169,39.72998792,0.520995523
1891,0.2,0.11,2658.292613,39.76755429,0.519269125
1892,0.2,0.12,2669.630242,39.78534375,0.517218806
1893,0.2,0.13,2625.852431,39.5126931,0.525135672
1894,0.2,0.14,2660.817097,39.7909501,0.518812593
1895,0.2,0.15,2669.469067,39.84890679,0.517247953
1896,0.2,0.16,2663.008962,39.79705435,0.518416212
1897,0.2,0.17,2659.906985,39.78408506,0.518977179
1898,0.2,0.18,2666.032642,39.82782189,0.517869403
1899,0.2,0.19,2665.904679,39.88433968,0.517892544
1900,0.2,0.2,2648.614197,39.66255151,0.521019389
1901,0.2,0.21,2663.629242,39.77835956,0.518304039
1902,0.2,0.22,2657.452971,39.69194935,0.519420968
1903,0.2,0.23,2664.868648,39.74243393,0.518079902
1904,0.2,0.24,2662.50953,39.77442733,0.51850653
1905,0.2,0.25,2666.749074,39.76463518,0.517739842
1906,0.2,0.26,2648.912084,39.64175063,0.520965519
1907,0.2,0.27,2644.086838,39.72924847,0.521838126
1908,0.2,0.28,2658.354268,39.72467479,0.519257976
1909,0.2,0.29,2645.844081,39.69084931,0.521520343
1910,0.2,0.3,2673.333794,39.77816543,0.516549049
1911,0.2,0.31,2650.47863,39.64417147,0.520682221
1912,0.2,0.32,2659.002674,39.71940298,0.519140716
1913,0.2,0.33,2638.618796,39.62302001,0.522826977
1914,0.2,0.34,2652.519183,39.71382947,0.520313204
1915,0.2,0.35,2654.960858,39.70874998,0.519871646
1916,0.2,0.36,2657.554709,39.73961704,0.519402569
1917,0.2,0.37,2661.219898,39.75721657,0.518739749
1918,0.2,0.38,2675.393356,39.86430571,0.516176593
1919,0.2,0.39,2648.044249,39.59630117,0.52112246
1920,0.2,0.4,2672.009617,39.88547294,0.516788515
1921,0.2,0.41,2652.50698,39.66554255,0.520315411
1922,0.2,0.42,2688.20974,39.90581225,0.513858853
1923,0.2,0.43,2664.045615,39.88527011,0.518228741
1924,0.2,0.44,2665.245563,39.77327592,0.51801174
1925,0.2,0.45,2669.398619,39.83349882,0.517260693
1926,0.2,0.46,2667.276156,39.85320805,0.517644524
